id,arquivo,tipo,txtorigem,txttranslate,datahoracarga,datahoratranslate
41,2018-Tripathi et al,###,"case, the team just has to ask the client what he wants to be  made. However, the latter is different: There is no such person  as the client to ask for requirements.” This quotation comes from  a discussion of requirement sources; hence, it was labeled in the  precode as “requirement sources.” Similarly, the precodes’ internal  sources; business goals; analyses of similar products; standards,  laws and regulations; market trends and potential and existing  customers were created under requirement sources to extract in formation collected on the features from the case survey.  viewed line by line so that any of the elements that appeared were  An inductive approach was also applied in which text was re assigned to the code. Furthermore, the codes were constantly com pared to reﬁne the existing codes and generate new ones. Specif ically, the inductive approach was used for elements like source  identiﬁcation, elicitation techniques, value deﬁnitions, and require ment management to constantly compare the extracted text from  cases and allow themes to emerge. For example, the data col lected for Q31 in Table 3 were analyzed line by line so that any  concepts or themes that existed in the data could be recognized  in terms of how the requirement sources were identiﬁed in the  startup cases. The results of this inductive approach are described  in Section 4.3.3 .  3.4.2. Quantitative data analysis  year, research classiﬁcation, contribution, and pertinence, and the  The primary articles’ properties, in terms of type, publication  and case locations, were statistically analyzed in relation to fre cases’ properties, such as respondents’ relationships with startups  quencies. Descriptive statistics were used to determine the fre quency of each variable and recognize any patterns. Various fea tures, such as requirement sources, elicitation techniques, require ment documents, requirement document levels, requirement selec tion criteria, and validation methods, were statistically analyzed  according to frequency ( Blaikie, 2003 ). In addition, to determine  whether there were any relationships between variables, such as  requirement sources and elicitation techniques, bivariate correla tion was used. If there were several responses (e.g., to questions  about software application products and requirement sources),  multiple-response cross-tabulations and frequencies were used to  analyze the variables ( Blaikie, 2003 ). The results from the analyses  of the qualitative and quantitative data are discussed in the next  section.  4. Results  As mentioned above, a total of 36 articles and 80 cases were  gathered to answer this study’s research questions. Descriptions of  the articles and cases are given in Tables 4 and 5 . This section  presents an overview of the primary articles and cases. To address  the research questions, the different aspects of RE in software star tups are discussed.  4.1. Overview of the primary articles  publication years, types of research contributions, and relevance to  In this section, the types of articles that were found and their  RE in software startups are provided. More information on the arti cles is given in Table 4 , which contains various details, such as the  articles’ identiﬁcation numbers, publication years, types (scientiﬁc  or internet), research classiﬁcations, and relevance.  4.1.1. Types of articles  articles were scientiﬁc and 16 (44%) were gray. Therefore, as can be  During this study’s analyses, it was found that 20 (56%) of the  seen in Fig. 3 , the number of scientiﬁc articles was larger than the  number of gray articles. This shows that researchers focus more on  startups than practitioners do.",,09/05/2019 23:21:50,
42,2018-Tripathi et al,###,Fig. 3. Article proportions.,,09/05/2019 23:21:50,
43,2018-Tripathi et al,###,Fig. 4. Articles’ publication years.,,09/05/2019 23:21:50,
44,2018-Tripathi et al,###,Fig. 5. Articles’ pertinence and research classiﬁcation.,,09/05/2019 23:21:50,
45,2018-Tripathi et al,###,"4.1.2. Publication years  articles about RE in software startups is continuously increasing.  Concerning publication years, it was found that the number of  As Fig. 4 shows, seven articles from 20 0 0–2010 were found that  related to this study. From 2011–2014, there was an increase in  the number of articles (eight), and the highest number of articles  was from the period 2013–2014 (13). However, four internet arti cles were found that did not give publication dates, and the study’s  selection process ended in October 2016. Therefore, the total num ber of articles for 2015–2016 was 10, but the correct number of  published articles for this period is open to interpretation. Never theless, it is clear that there was an increase in interest regarding  software startups and RE.  4.1.3. Research classiﬁcations and pertinence  to the marginal category, 11 belonged to the partial category, and 2  From the data in Fig. 5 , one can see that 23 articles belonged  were fully relevant. This signiﬁes that there were few articles that  focused fully on RE in software startups. Similarly, in most of the  articles, the research classiﬁcations (adopted from another study  articles). The reason for the large number of opinion and evalua Wieringa et al., 2006 ) were opinion (12 articles) and evaluation (13",,09/05/2019 23:21:50,
46,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
47,2018-Tripathi et al,###,"tion articles is that such articles belonged to either articles on the  internet or scientiﬁc articles in general.  4.2. Overview of cases  In this unit, we provide an overview of the respondents’ back the cases, and outline the locations of the cases. Table 5 presents  ground information, including their experience and relationship to",,09/05/2019 23:21:50,
48,2018-Tripathi et al,###,"additional data for each case, such as the identiﬁcation number,  present-day status, size (i.e., numbers of employees and members  on the development team), and type of software application used  in the product and region.  4.2.1. Respondents’ backgrounds  dents were the founders of a startup, 30 of whom had less than 6  It can be seen from the data in Fig. 6 that most of the respon",,09/05/2019 23:21:50,
49,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
50,2018-Tripathi et al,###,Fig. 6. Respondents background.,,09/05/2019 23:21:50,
51,2018-Tripathi et al,###,"4.3. Requirement sources and elicitation techniques  Software startups are faced with uncertainty about whether  their product(s) can ﬁt their target market and meet their cus tomers’ expectations. Large companies have a slight advantage in  this regard based on their prior experience with product develop ceed. Therefore, startups need to continuously experiment, inno ment and their intuition about which types of product can suc vate, and iterate to create the best product/market ﬁt [G21, G15].  Making continuous changes to a product can result in the loss of a  market segment, so software startups need to build a product that  (based on evidence) to address broad markets, as well as speciﬁc  reaches certain viability standards, ﬁtting the product requirements  customer segments [G31]. However, interpreting product require ments can be a challenging process for software startups because  they do not use traditional RE practices [P10, G11]. Instead, their RE  is inﬂuenced by business actions and external factors [G11, P18].  Requirement elicitation, an important aspect of RE, involves col lecting requirements from all potential sources using appropriate  elicitation methods ( Bourque and Fairley, 2014 ). Concerning soft ware startups, Melegati et al. [P18] interviewed startup members  and found that requirement elicitation techniques depend on the  type of target (i.e., customer or user) in focus. In a single case  study [P8], when the researchers observed the early stages of a  startup, the product team or founder used elicitation techniques,  and all the individuals in the startup contributed by providing the  requirements. However, as that startup grew in size, the project  manager reviewed and managed the elicitation process. Such a  process has various advantages; for example, it enables stakehold ers to collaborate and reveals product limitations [P26]. The use of  game planning to analyze features was reported by [P6]; in con trast, if the users are unknown, persona and scenario techniques  can help improve the elicitation processes [P10].  4.3.1. Requirement sources  In the case survey, the respondents were asked to indicate  which sources they used to collect requirements (see Question 31",,09/05/2019 23:21:50,
52,2018-Tripathi et al,###,Fig. 7. Cases location.,,09/05/2019 23:21:50,
53,2018-Tripathi et al,###,"months of experience with startups. The next largest group of re spondents was hired by a startup, and 10 of these respondents had  less than 6 months of experience. The rest of the respondents were  were not employed by it), invested in a startup, or simply knew  in the range of 2–3. They performed services for a startup (but  about a startup. Therefore, most of the respondents had some level  of knowledge (as founders) about software startup cases.  4.2.2. Case locations  illustrated, most of the cases were from Europe (34 cases, 42%)  The pie chart in Fig. 7 shows the locations of the cases. As  and South America (34 cases, 43%) because the researchers who  conducted the case survey were primarily from these locations.  Around eight of the cases were from Asia, while two were from  North America. Thus, the cases came from various parts of the  from these cases can be relevant for software startups.  globe, largely South America and Europe, and the results obtained",,09/05/2019 23:21:50,
54,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
55,2018-Tripathi et al,###,"revealed that the market for their current product was unexplored.  Some startups want to avoid putting extra effort into understand ing and solving problems. Therefore, through an analysis of similar  products, some features of existing products can be adopted to re duce uncertainty and avoid the necessity of feature validation [P4].  Business goals, market trends, and standard laws and regulations.  Business goals (51%, 41 cases) and market trends (45%, 36 cases)  were the next most used sources in this study, whereas standard  laws and regulations (27%, 22 cases) appeared to be the least used  source. According to [P9], to produce a scalable B2B product, some  startups consider business as needed to create requirements and  solutions, and they do not focus on users’ problems. In C33 and  C46, a business plan and canvas were helpful requirement sources.  Some studies ([P18] and [P26]) pointed out that markets are im portant factors for software startups, and a good understanding of  a market can enable it to assess customer requirements and under stand competitor products [P25]. In case C71, market trends were  observed using online searches and observations. As for standard  laws and regulations, one possible reason for their lack of sources  used could be the strictness of these guidelines. For some cases,  such as C17 and C46, startups were able to select relevant laws and  regulations through their previous experiences with similar prod ucts. In addition, [P18] observed that startups focusing on ﬁnancial  and defense markets need to follow strict requirement processes,  as this is an important customer requirement. Hence, collecting  requirements from standard laws and regulations is compulsory if  the domain of a target product requires compliance with these reg ulations.  4.3.2. Source selection based on software application domain  During the analyses, it was interesting to see whether there  were any relationships between requirement sources and types  of software applications used in products. Table 7 shows a cross tabulation of multiple responses regarding the use of requirement  sources in a speciﬁc software application. As shown in the ta ble, the most used sources for various applications were as fol lows: for data-dominant software, internal sources (89%, 50 cases)  and potential and existing customers (75%, 42 cases); for system  software, internal sources (92%, 11 cases) and potential and ex isting customers (75%, 9 cases); and for control-dominant soft ing customers (69%, 13 cases). An interesting observation here is  ware, internal sources (92%, 11 cases) and potential and exist that products using data-dominant software, system software and  control-dominant software frequently used internal (invention or  brainstorming) and potential/existing customers as their sources.  products (88%, 14 cases) were frequently used sources, along with  However, for computation-dominant software, analyses of similar  internal sources (100%, 16 cases) and customers (100%, 16 cases).  The reason for the frequent selection of internal sources and cus tomers as a source can be explained by the small sizes of software  ments for a product is essential for the startup to establish itself  startups; if a startup has customers, considering customer require in the market.  4.3.3. Factors leading to source identiﬁcation and selection  In response to Question 32 (see Table 3 ), 80 respondent an swers were extracted. During the analysis, four broad themes (as  factors) emerged that resulted in source identiﬁcation and selec tion, which are discussed below.  In-house decisions. In-house decisions often led to the identi ﬁcation and selection of sources. In 20 cases, requirement source  identiﬁcation and selection occurred during an in-house decision making process. Decisions on source selection were made during  brainstorming meetings with teams, team formation planning and  the selection of organization practices (C2 and C23). Some respon dents from cases C3, C23, C28, C33, and C56 pointed out that de",,09/05/2019 23:21:50,
56,2018-Tripathi et al,###,"in Table 3 ). Table 6 shows and compares the summary statistics for  these requirement sources, which are discussed below (along with  the MLR results). In the same table, the “Percentage” column rep “Percentage of Cases” column represents the percentage of cases  resents the percentage of responses for each source, whereas the  that used each source.  71 cases), for example, invention or brainstorming, was the ma Internal sources. It is apparent that an internal source (88.8%,  jor source of requirements in the software startups. As startups  are innovative in nature, they need to be creative when gather ing requirements. Various activities, such as invention or brain storming, seem to be a common approach for creative thinking  ( Maiden and Robertson, 2005 ). Early stage software startups have  no customers, and ﬁnding customers is challenging for these star tups [P26]; hence, the vision and requirements for a startup are  outlined by its founder(s) and technical employees, such as de velopers [P6]. Similar cases were mentioned in [P9] and [P26], in  which the founders, chief technical oﬃcer (CTO) and chief exec utive oﬃcer (CEO) provided minimum features through intuition  and experience. In the case survey, a respondent from case C71  mentioned that internal sources were selected based on previous  experience, whereas respondents from other cases, such as C3, C23,  sions to collect requirements. The experience of internal members  C58, and C72, stated that their teams conducted brainstorming ses is crucial for requirement sources when users and customers are  unknown [P28].  Potential and existing customers. The next most used source was  potential and existing customers (74%, 59 cases). For software star tups, a focus on customers is essential for business growth, so  customer perception should be a priority [G15, G30]. For exam ple, members of an internal startup in Microsoft, during their ini tial stage, created several product requirements, but later, when  they talked to their customers, the product requirements changed  completely [G30]. In the case survey, the teams in cases C2 and  C10 met and spoke with customers about the requirements. Dis cussing requirements with customers (and asking them the right  questions) can help make product features suitable for large mar ket sections and reduce wasted time and resources during the  initial feature-gathering stages [G31, G34]. Sometimes, customers  have original ideas and provide their requirements (C29, C36). In  addition, if a product contains features that hold perceived values  for customers, then a pleased customer can endorse the product to  others [P28].  Analyses of similar products. The next most used source observed  in this study was the analysis of similar products (70%, 56 cases).  Some startups aim to incorporate few features that are similar to  successful rival products. Analyses of similar products can provide  several possible solutions for problems that a startup product is  trying to address, thereby making new products better than the  existing ones [P25]. Another beneﬁt was mentioned in (C74); while  phones), they discovered a lack of similar products in Brazil, which  startup staff members were analyzing similar products (smart",,09/05/2019 23:21:50,
57,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
58,2018-Tripathi et al,###,7 e b a T,,09/05/2019 23:21:50,
59,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
60,2018-Tripathi et al,###,o s e p y T,,09/05/2019 23:21:50,
61,2018-Tripathi et al,###,o s d n a s e c r u o s f,,09/05/2019 23:21:50,
62,2018-Tripathi et al,###,t f,,09/05/2019 23:21:50,
63,2018-Tripathi et al,###,w,,09/05/2019 23:21:50,
64,2018-Tripathi et al,###,p p a e r a,,09/05/2019 23:21:50,
65,2018-Tripathi et al,###,i l,,09/05/2019 23:21:50,
66,2018-Tripathi et al,###,i t a c,,09/05/2019 23:21:50,
67,2018-Tripathi et al,###,n o,,09/05/2019 23:21:50,
68,2018-Tripathi et al,###,d e p o e v e d s,,09/05/2019 23:21:50,
69,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
70,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
71,2018-Tripathi et al,###,s e c r u o S,,09/05/2019 23:21:50,
72,2018-Tripathi et al,###,a t o T,,09/05/2019 23:21:50,
73,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
74,2018-Tripathi et al,###,I,,09/05/2019 23:21:50,
75,2018-Tripathi et al,###,a n r e t n,,09/05/2019 23:21:50,
76,2018-Tripathi et al,###,s e c r u o s l,,09/05/2019 23:21:50,
77,2018-Tripathi et al,###,o s i s y a n A,,09/05/2019 23:21:50,
78,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
79,2018-Tripathi et al,###,i s f,,09/05/2019 23:21:50,
80,2018-Tripathi et al,###,m,,09/05/2019 23:21:50,
81,2018-Tripathi et al,###,l i,,09/05/2019 23:21:50,
82,2018-Tripathi et al,###,r a,,09/05/2019 23:21:50,
83,2018-Tripathi et al,###,s t c u d o p,,09/05/2019 23:21:50,
84,2018-Tripathi et al,###,r,,09/05/2019 23:21:50,
85,2018-Tripathi et al,###,l / s d r a d n a t S,,09/05/2019 23:21:50,
86,2018-Tripathi et al,###,a,,09/05/2019 23:21:50,
87,2018-Tripathi et al,###,w,,09/05/2019 23:21:50,
88,2018-Tripathi et al,###,i t a u g e r / s,,09/05/2019 23:21:50,
89,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
90,2018-Tripathi et al,###,n o,,09/05/2019 23:21:50,
91,2018-Tripathi et al,###,s,,09/05/2019 23:21:50,
92,2018-Tripathi et al,###,i s u B,,09/05/2019 23:21:50,
93,2018-Tripathi et al,###,s s e n,,09/05/2019 23:21:50,
94,2018-Tripathi et al,###,s l a o g,,09/05/2019 23:21:50,
95,2018-Tripathi et al,###,M,,09/05/2019 23:21:50,
96,2018-Tripathi et al,###,t e k r a,,09/05/2019 23:21:50,
97,2018-Tripathi et al,###,d n e r t,,09/05/2019 23:21:50,
98,2018-Tripathi et al,###,n e t o P,,09/05/2019 23:21:50,
99,2018-Tripathi et al,###,a i t,,09/05/2019 23:21:50,
100,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
101,2018-Tripathi et al,###,d n a,,09/05/2019 23:21:50,
102,2018-Tripathi et al,###,i t s i x e,,09/05/2019 23:21:50,
103,2018-Tripathi et al,###,g n,,09/05/2019 23:21:50,
104,2018-Tripathi et al,###,o t s u c,,09/05/2019 23:21:50,
105,2018-Tripathi et al,###,m,,09/05/2019 23:21:50,
106,2018-Tripathi et al,###,s r e,,09/05/2019 23:21:50,
107,2018-Tripathi et al,###,o S,,09/05/2019 23:21:50,
108,2018-Tripathi et al,###,t f,,09/05/2019 23:21:50,
109,2018-Tripathi et al,###,w,,09/05/2019 23:21:50,
110,2018-Tripathi et al,###,e p y t e r a,,09/05/2019 23:21:50,
111,2018-Tripathi et al,###,D,,09/05/2019 23:21:50,
112,2018-Tripathi et al,###,o d a t a,,09/05/2019 23:21:50,
113,2018-Tripathi et al,###,m,,09/05/2019 23:21:50,
114,2018-Tripathi et al,###,i,,09/05/2019 23:21:50,
115,2018-Tripathi et al,###,n a n,,09/05/2019 23:21:50,
116,2018-Tripathi et al,###,o s t,,09/05/2019 23:21:50,
117,2018-Tripathi et al,###,t f,,09/05/2019 23:21:50,
118,2018-Tripathi et al,###,w,,09/05/2019 23:21:50,
119,2018-Tripathi et al,###,e r a,,09/05/2019 23:21:50,
120,2018-Tripathi et al,###,n u o C,,09/05/2019 23:21:50,
121,2018-Tripathi et al,###,t,,09/05/2019 23:21:50,
122,2018-Tripathi et al,###,0 5,,09/05/2019 23:21:50,
123,2018-Tripathi et al,###,9 3,,09/05/2019 23:21:50,
124,2018-Tripathi et al,###,4 1,,09/05/2019 23:21:50,
125,2018-Tripathi et al,###,1 3,,09/05/2019 23:21:50,
126,2018-Tripathi et al,###,6 2,,09/05/2019 23:21:50,
127,2018-Tripathi et al,###,2 4,,09/05/2019 23:21:50,
128,2018-Tripathi et al,###,5 5,,09/05/2019 23:21:50,
129,2018-Tripathi et al,###,o %,,09/05/2019 23:21:50,
130,2018-Tripathi et al,###,f,,09/05/2019 23:21:50,
131,2018-Tripathi et al,###,a t o T,,09/05/2019 23:21:50,
132,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
133,2018-Tripathi et al,###,% 6 4 7,,09/05/2019 23:21:50,
134,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
135,2018-Tripathi et al,###,% 2 8 5,,09/05/2019 23:21:50,
136,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
137,2018-Tripathi et al,###,% 9 0 2,,09/05/2019 23:21:50,
138,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
139,2018-Tripathi et al,###,% 3 6 4,,09/05/2019 23:21:50,
140,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
141,2018-Tripathi et al,###,% 8 8 3,,09/05/2019 23:21:50,
142,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
143,2018-Tripathi et al,###,% 7 2 6,,09/05/2019 23:21:50,
144,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
145,2018-Tripathi et al,###,% 1 2 8,,09/05/2019 23:21:50,
146,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
147,2018-Tripathi et al,###,e t s y S,,09/05/2019 23:21:50,
148,2018-Tripathi et al,###,m,,09/05/2019 23:21:50,
149,2018-Tripathi et al,###,o s s,,09/05/2019 23:21:50,
150,2018-Tripathi et al,###,t f,,09/05/2019 23:21:50,
151,2018-Tripathi et al,###,w,,09/05/2019 23:21:50,
152,2018-Tripathi et al,###,e r a,,09/05/2019 23:21:50,
153,2018-Tripathi et al,###,n u o C,,09/05/2019 23:21:50,
154,2018-Tripathi et al,###,t,,09/05/2019 23:21:50,
155,2018-Tripathi et al,###,1 1,,09/05/2019 23:21:50,
156,2018-Tripathi et al,###,7,,09/05/2019 23:21:50,
157,2018-Tripathi et al,###,1,,09/05/2019 23:21:50,
158,2018-Tripathi et al,###,7,,09/05/2019 23:21:50,
159,2018-Tripathi et al,###,5,,09/05/2019 23:21:50,
160,2018-Tripathi et al,###,9,,09/05/2019 23:21:50,
161,2018-Tripathi et al,###,2 1,,09/05/2019 23:21:50,
162,2018-Tripathi et al,###,o %,,09/05/2019 23:21:50,
163,2018-Tripathi et al,###,f,,09/05/2019 23:21:50,
164,2018-Tripathi et al,###,a t o T,,09/05/2019 23:21:50,
165,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
166,2018-Tripathi et al,###,% 4 6 1,,09/05/2019 23:21:50,
167,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
168,2018-Tripathi et al,###,% 4 0 1,,09/05/2019 23:21:50,
169,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
170,2018-Tripathi et al,###,% 5 1,,09/05/2019 23:21:50,
171,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
172,2018-Tripathi et al,###,% 4 0 1,,09/05/2019 23:21:50,
173,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
174,2018-Tripathi et al,###,% 5 7,,09/05/2019 23:21:50,
175,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
176,2018-Tripathi et al,###,% 4 3 1,,09/05/2019 23:21:50,
177,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
178,2018-Tripathi et al,###,% 9 7 1,,09/05/2019 23:21:50,
179,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
180,2018-Tripathi et al,###,n o C,,09/05/2019 23:21:50,
181,2018-Tripathi et al,###,r t,,09/05/2019 23:21:50,
182,2018-Tripathi et al,###,l o,,09/05/2019 23:21:50,
183,2018-Tripathi et al,###,o d,,09/05/2019 23:21:50,
184,2018-Tripathi et al,###,m,,09/05/2019 23:21:50,
185,2018-Tripathi et al,###,i,,09/05/2019 23:21:50,
186,2018-Tripathi et al,###,n a n,,09/05/2019 23:21:50,
187,2018-Tripathi et al,###,o s t,,09/05/2019 23:21:50,
188,2018-Tripathi et al,###,t f,,09/05/2019 23:21:50,
189,2018-Tripathi et al,###,w,,09/05/2019 23:21:50,
190,2018-Tripathi et al,###,e r a,,09/05/2019 23:21:50,
191,2018-Tripathi et al,###,n u o C,,09/05/2019 23:21:50,
192,2018-Tripathi et al,###,t,,09/05/2019 23:21:50,
193,2018-Tripathi et al,###,2 1,,09/05/2019 23:21:50,
194,2018-Tripathi et al,###,6,,09/05/2019 23:21:50,
195,2018-Tripathi et al,###,2,,09/05/2019 23:21:50,
196,2018-Tripathi et al,###,7,,09/05/2019 23:21:50,
197,2018-Tripathi et al,###,6,,09/05/2019 23:21:50,
198,2018-Tripathi et al,###,9,,09/05/2019 23:21:50,
199,2018-Tripathi et al,###,3 1,,09/05/2019 23:21:50,
200,2018-Tripathi et al,###,o %,,09/05/2019 23:21:50,
201,2018-Tripathi et al,###,f,,09/05/2019 23:21:50,
202,2018-Tripathi et al,###,a t o T,,09/05/2019 23:21:50,
203,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
204,2018-Tripathi et al,###,% 9 7 1,,09/05/2019 23:21:50,
205,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
206,2018-Tripathi et al,###,% 0 9,,09/05/2019 23:21:50,
207,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
208,2018-Tripathi et al,###,% 0 3,,09/05/2019 23:21:50,
209,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
210,2018-Tripathi et al,###,% 4 0 1,,09/05/2019 23:21:50,
211,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
212,2018-Tripathi et al,###,% 0 9,,09/05/2019 23:21:50,
213,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
214,2018-Tripathi et al,###,% 4 3 1,,09/05/2019 23:21:50,
215,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
216,2018-Tripathi et al,###,% 4 9 1,,09/05/2019 23:21:50,
217,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
218,2018-Tripathi et al,###,o C,,09/05/2019 23:21:50,
219,2018-Tripathi et al,###,m,,09/05/2019 23:21:50,
220,2018-Tripathi et al,###,i t a t u p,,09/05/2019 23:21:50,
221,2018-Tripathi et al,###,o d n o,,09/05/2019 23:21:50,
222,2018-Tripathi et al,###,,,09/05/2019 23:21:50,
223,2018-Tripathi et al,###,m,,09/05/2019 23:21:50,
224,2018-Tripathi et al,###,i,,09/05/2019 23:21:50,
225,2018-Tripathi et al,###,n a n,,09/05/2019 23:21:50,
226,2018-Tripathi et al,###,o s t,,09/05/2019 23:21:50,
227,2018-Tripathi et al,###,t f,,09/05/2019 23:21:50,
228,2018-Tripathi et al,###,w,,09/05/2019 23:21:50,
229,2018-Tripathi et al,###,e r a,,09/05/2019 23:21:50,
230,2018-Tripathi et al,###,n u o C,,09/05/2019 23:21:50,
231,2018-Tripathi et al,###,t,,09/05/2019 23:21:50,
232,2018-Tripathi et al,###,6 1,,09/05/2019 23:21:50,
233,2018-Tripathi et al,###,4 1,,09/05/2019 23:21:50,
234,2018-Tripathi et al,###,5,,09/05/2019 23:21:50,
235,2018-Tripathi et al,###,1 1,,09/05/2019 23:21:50,
236,2018-Tripathi et al,###,7,,09/05/2019 23:21:50,
237,2018-Tripathi et al,###,3 1,,09/05/2019 23:21:50,
238,2018-Tripathi et al,###,6 1,,09/05/2019 23:21:50,
239,2018-Tripathi et al,###,o %,,09/05/2019 23:21:50,
240,2018-Tripathi et al,###,f,,09/05/2019 23:21:50,
241,2018-Tripathi et al,###,a t o T,,09/05/2019 23:21:50,
242,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
243,2018-Tripathi et al,###,% 9 3 2,,09/05/2019 23:21:50,
244,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
245,2018-Tripathi et al,###,% 9 0 2,,09/05/2019 23:21:50,
246,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
247,2018-Tripathi et al,###,% 5 7,,09/05/2019 23:21:50,
248,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
249,2018-Tripathi et al,###,% 4 6 1,,09/05/2019 23:21:50,
250,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
251,2018-Tripathi et al,###,% 4 0 1,,09/05/2019 23:21:50,
252,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
253,2018-Tripathi et al,###,% 4 9 1,,09/05/2019 23:21:50,
254,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
255,2018-Tripathi et al,###,% 9 3 2,,09/05/2019 23:21:50,
256,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
257,2018-Tripathi et al,###,a t o T,,09/05/2019 23:21:50,
258,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
259,2018-Tripathi et al,###,n u o C,,09/05/2019 23:21:50,
260,2018-Tripathi et al,###,t,,09/05/2019 23:21:50,
261,2018-Tripathi et al,###,1 6,,09/05/2019 23:21:50,
262,2018-Tripathi et al,###,6 4,,09/05/2019 23:21:50,
263,2018-Tripathi et al,###,8 1,,09/05/2019 23:21:50,
264,2018-Tripathi et al,###,7 3,,09/05/2019 23:21:50,
265,2018-Tripathi et al,###,1 3,,09/05/2019 23:21:50,
266,2018-Tripathi et al,###,2 5,,09/05/2019 23:21:50,
267,2018-Tripathi et al,###,7 6,,09/05/2019 23:21:50,
268,2018-Tripathi et al,###,o %,,09/05/2019 23:21:50,
269,2018-Tripathi et al,###,f,,09/05/2019 23:21:50,
270,2018-Tripathi et al,###,a t o T,,09/05/2019 23:21:50,
271,2018-Tripathi et al,###,l,,09/05/2019 23:21:50,
272,2018-Tripathi et al,###,% 0 1 9,,09/05/2019 23:21:50,
273,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
274,2018-Tripathi et al,###,% 7 8 6,,09/05/2019 23:21:50,
275,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
276,2018-Tripathi et al,###,% 9 6 2,,09/05/2019 23:21:50,
277,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
278,2018-Tripathi et al,###,% 2 5 5,,09/05/2019 23:21:50,
279,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
280,2018-Tripathi et al,###,% 3 6 4,,09/05/2019 23:21:50,
281,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
282,2018-Tripathi et al,###,% 6 7 7,,09/05/2019 23:21:50,
283,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
284,2018-Tripathi et al,###,% 0 0 0 1,,09/05/2019 23:21:50,
285,2018-Tripathi et al,###,.,,09/05/2019 23:21:50,
