id,arquivo,tipo,txtorigem,txttranslate,datahoracarga,datahoratranslate
78,2018-Berg et al,###,"This section is divided into two sub-sections. Section 4.1.1 presents the publication frequency of primary studies from 1994 to 2017. Section 4.1.2 presents the SWEBOK knowledge areas, contribution types, and empirical evidence between 1994–2017. 4.1.1. Publication frequency Fig. 3 shows the number of studies published in relation to software startup engineering between 1994–2017, constituting a total of 74 published papers. We observe that the publication frequency of papers between 2013–2017 is higher than for any period before 2013. From 1994–2013, the highest number of primary papers within a single year was 7 (2008). In comparison, 2016 and 2017 constituted 9 and 11 papers respectively. The pertinence of the papers published between 2013–2017 was generally higher than what was found for the period 1994–2013. 85 percent of the papers from 2013 to 2017 had high pertinence, meaning that they were entirely dedicated to software engineering activities in startups. The remaining four papers were focusing on activities of small software companies, and so set to partial pertinence (Table A.7). Although their focus was not entirely dedicated to startups, some of them (Laporte et al., 2014) performed empirical studies on startups, referring to them as “very small entities” or “small software companies”. In the period 1994–2013, 57 percent of the papers had high pertinence, while 20 percent had partial pertinence. Klotins et al. (2015) only includes 4 unique primary papers (Klotins et al., 2018; Kautz, 2000; Jansen et al., 2008; Shakir and Nørbjerg, 2013), as the remaining 10 papers were included among the 43 primary",,09/05/2019 23:21:50,
79,2018-Berg et al,###,260,,09/05/2019 23:21:50,
80,2018-Berg et al,###,,,09/05/2019 23:21:50,
81,2018-Berg et al,###,"Fig. 4. Empirical evidence, 2013–2017.",,09/05/2019 23:21:50,
82,2018-Berg et al,###,"papers in Paternoster et al. (2014). The 4 papers are from 1994, 2000, 2008, and 2013.",,09/05/2019 23:21:50,
83,2018-Berg et al,###,"4.1.2. Knowledge areas The 27 new primary studies were classiﬁed into the knowledge areas of SWEBOK (Bourque and Fairley, 2014). The categories were developed by the software community as a baseline for the body of knowledge within software engineering. Fig. 4 illustrates what knowledge areas that have received most attention the last ﬁve years, and to what extent empirical studies have been undertaken. The ﬁgure shows which research methods that have been used to address each of the knowledge areas. Only the papers providing empirical evidence (22 papers) were included in the ﬁgure, covering a total of 9 knowledge areas. Some of the papers covered one or more knowledge areas (e.g., Nguyen-Duc et al., 2015b). The assessed research methods followed guidelines from Oates (2005), and include (1) survey, (2) design and creation, (3) experiment, (4) case study, (5) action research, and (6) ethnography (Table A.8). Case study was themost frequently used empirical research method (81 percent), followed by experiments (10 percent), surveys (6 percent), and design and creation (3 percent). Action research and ethnography were not used as research methods in any of the primary studies.",,09/05/2019 23:21:50,
84,2018-Berg et al,###,"Fig. 5 illustrates contribution types (as applied in Paternoster et al. (2014), originally suggested by Shaw (2003)) within each each knowledge area between 2013–2017. The 9 diﬀerent knowledge areas are represented a total of 49 times through 7 diﬀerent contribution types. These include (1) model, (2) theory, (3) framework, (4) guidelines, (5) lessons learned, (6) advice, and (7) tools (Table A.9). Lessons learned is the most frequently used contribution type (43 percent), followed by advice (25 percent), model (12 percent), theory (10 percent), framework (5 percent), guidelines (5 percent), and tools (3 percent). Fig. 6 presents the number of papers that cover the diﬀerent knowledge areas in our study (red columns) and Klotins et al. (2015) (blue columns). The total number of primary papers in Klotins et al. (2015) was 14. Both mapping studies include papers that cover more than one knowledge area. The newly selected primary papers from 2013 to 2017 cover 9 of 15 knowledge areas. The ones missing are (1) software conﬁguration management, (2) software engineering economics, (3) software maintenance, (4) computing foundations, (5)mathematical foundations, and (6) engineering foundations. From Fig. 6, we see that there is a signiﬁcant change in the research direction for the last ﬁve years. Between 1994–2013 “software design” and “software requirements” are themost represented knowledge areas,",,09/05/2019 23:21:50,
85,2018-Berg et al,###,"Fig. 5. Contribution types, 2013–2017.",,09/05/2019 23:21:50,
86,2018-Berg et al,###,261,,09/05/2019 23:21:50,
87,2018-Berg et al,###,,,09/05/2019 23:21:50,
88,2018-Berg et al,###,"Fig. 6. Knowledge area coverage, 1994–2017.",,09/05/2019 23:21:50,
89,2018-Berg et al,###,"whereas “software engineering process” and “software management” have received signiﬁcant attention from the community between 2013–2017. “Software conﬁguration management” and “software maintenance” are only covered between 1994–2013. Paternoster et al. (2014) did not present any results in relation to the SWEBOK knowledge areas. However, they provided the contribution type of each primary study. Fig. 7 shows the contribution types of primary papers between 1994–2017, separating the periods before and after 2013. The most frequently provided contribution types between 1994–2013 were advice and model, while lessons learned was most represented between 2013–2017. The least frequently used ones combined from both studies were framework, guidelines, and tools.",,09/05/2019 23:21:50,
90,2018-Berg et al,###,4.2. RQ2: What is the relative strength of the empirical evidence reported?,,09/05/2019 23:21:50,
91,2018-Berg et al,###,"To address this research question, we have made a bubble chart of each knowledge area with the corresponding rigour-rating. Among the 27 new primary papers, only the papers that provided empirical evidence were evaluated (22 of 27). The quality assessment will be compared to both of the previous mapping studies.",,09/05/2019 23:21:50,
92,2018-Berg et al,###,"4.2.1. Rigour of primary studies 2013–2017 Publication venue can be interpreted as an initial indicator as to whether the papers provide scientiﬁc quality. Among the newly selected primary studies, 21 were conference papers, 5 were journal papers, and 1 paper was a book chapter. However, it is necessary to perform a more comprehensive quality assessment process in order to compare results across diﬀerent studies. Fig. 8 shows the degree of rigour within each knowledge area between 2013–2017. The ﬁgure is based on the quality assessment (Table B.10). The x-axis represents the knowledge areas, while the yaxis represents the rigour. Only one paper received low rigour score (Edison et al., 2015), as it didn’t provide enough details about the data analysis and included no assessment of the validity of the results. However, as only the papers providing empirical evidence were assessed, it is possible that more papers would receive low rigour as well. In general, the papers received high rigour score, indicating that the quality of research was high. 4.2.2. Rigour of primary studies 1994–2013 Fig. 9 shows the rigour of the primary studies from Klotins et al. (2015), and which research type each constituted. The paper did not specify how they calculated the rigour of each paper. The",,09/05/2019 23:21:50,
93,2018-Berg et al,###,Fig. 7. Contribution types 1994–2017.,,09/05/2019 23:21:50,
94,2018-Berg et al,###,262,,09/05/2019 23:21:50,
95,2018-Berg et al,###,,,09/05/2019 23:21:50,
96,2018-Berg et al,###,"Fig. 8. Rigour of each covered knowledge area, 2013–2017.",,09/05/2019 23:21:50,
97,2018-Berg et al,###,"x-axis represents the research types, and the y-axis represents the rigour. From 14 primary papers, only one provided a contribution of high rigour. Most of the papers (86 percent) obtained low rigour. As to this, the paper concludes that the low rigour of the papers, due to poor contextual descriptions, makes it hard to transfer results from one environment to another. Fig. 10 illustrates the rigour of the contribution types provided by each of the primary papers in Paternoster et al. (2014). The x-axis represents the contribution types, and the y-axis represents the rigour. The division of rigour score is based on Table A.7 in the study. Papers that got a total score above 7 received high rigour, between 4 and 7 received medium rigour, while less than 4 received low rigour. 70 percent of the papers in Fig. 10 received amedium score, while 21 got a high score. Comparing the tables it becomes evident that the rigour of primary papers has increased from the period 1994–2013 to 2013–2017. Recently software process and management have received a signiﬁcant amount of high-quality research. The other knowledge areas have received little attention, however of high-quality. The quality assessments are subject to bias from several reasons: (1) diﬀerent quality assessment criteria, (2) diﬀerent rating systems, (3) diﬀerent researchers providing",,09/05/2019 23:21:50,
98,2018-Berg et al,###,"various experience and knowledge to the assessment process, (4) contributions from multiple authors from diﬀerent time periods. To mitigate systematic errors, we deﬁned clear inclusion criteria, and author one and two collaboratively assessed the newly selected primary papers.",,09/05/2019 23:21:50,
99,2018-Berg et al,###,4.3. RQ3: In what context has software startup research been conducted?,,09/05/2019 23:21:50,
100,2018-Berg et al,###,"This section is divided into three sub-sections identifying the contextual descriptions provided in the period 1994–2017. Section 4.3.1 shows how papers characterize the startup context, and how they use the term for “startup company” diﬀerently. Section 4.3.2 shows whether the papers from 2013 to 2017 focus on startups in the context of incubators. Section 4.3.3 presents in detail the contextual descriptions provided by papers between 2013–2017.",,09/05/2019 23:21:50,
101,2018-Berg et al,###,"4.3.1. Thematic concepts and term frequency To illustrate how researchers use diﬀerent deﬁnitions and thematic concepts in their characterizations of startups, we extracted the thematic concepts (i.e., referred to as recurring themes in Paternoster et al., 2014) between 1994–2017. Paternoster et al. (2014)",,09/05/2019 23:21:50,
102,2018-Berg et al,###,"Fig. 9. Rigour and research type (Klotins et al., 2015).",,09/05/2019 23:21:50,
103,2018-Berg et al,###,263,,09/05/2019 23:21:50,
104,2018-Berg et al,###,,,09/05/2019 23:21:50,
105,2018-Berg et al,###,"Fig. 10. Rigour and contribution type (Paternoster et al., 2014).",,09/05/2019 23:21:50,
106,2018-Berg et al,###,"extracted 15 themes from 43 papers (explained in Table B.11). As to this, it is possible that other selections of papers would have provided a diﬀerent set. The thematic concepts constitute a solid base for characterizing startups, presenting what are the most common perceived characteristics when talking about startups among research. A coherent use of thematic concepts to characterize software engineering can help researchers and practitioners judge whether research results can be generalized and transferred to other startup engineering contexts. To extract the frequency between 2013–2017, the ﬁrst and second author read the full text of the primary papers. In addition, searches were performed in the pdf-version of each paper to ﬁnd the frequency of thematic concepts. Table 3 presents a complete usage of thematic concepts operating startup research between 1994–2017. We observe that the characterizations have changed over time (e.g., the most frequently used concept before 2013 was only the fourth most used one after 2013). The differences are signiﬁcant since it is only four years between the studies. The use of concepts between 2013–2017 is highly inconsistent. There is no single concept that all the 22 empirical papers use for the startups they investigate. The low frequencies of the thematic concepts also illustrate that many of the papers provide poor startup descriptions. Table 4 shows the number of primary papers from 1994 to 2017 using the speciﬁed terms for “startup company”. In situations where the title did not use any of the terms, the abstract was revised. Several papers (Häsel et al., 2010; Stanﬁll and Astleford, 2007; Kuvinka, 2011; Lai, 2010; Yoﬃe and Cusumano, 1999) did not use any of the terms or was not found. From the table, it can be observed that the use of terms",,09/05/2019 23:21:50,
107,2018-Berg et al,###,"Table 3 Thematic concepts, 1994–2017. Thematic concepts Frequency 13’-17’ (#27)",,09/05/2019 23:21:50,
108,2018-Berg et al,###,Frequency 94’-13’ (#47),,09/05/2019 23:21:50,
109,2018-Berg et al,###,Innovation/Innovative 15 19 Uncertainty 14 15 Small team 11 12 Lack of resources 9 21 Little working/operating 9 3 history Time-pressure 7 17 Rapidly evolving 5 16 New company 5 8 Highly reactive 3 19 Highly risky 3 8 Third party dependency 2 12 One product 2 9 Not self-sustained 1 3 Low-experienced team 0 9 Flat organization 0 5,,09/05/2019 23:21:50,
110,2018-Berg et al,###,"Table 4 Term frequencies, 1994–2017. Term Frequency 13’-17’ (#27) Frequency 94’-13’ (#42) Startup 20 20 Start-up 4 20 Very small entity 1 0 Very small company 1 1 Very small enterprise 1 1",,09/05/2019 23:21:50,
111,2018-Berg et al,###,"for startup companies has changed. The most signiﬁcant ﬁnding is that the term “startup” is more frequently used now than before. 75 percent of the studies from 2013 to 2017 used the term “startup”, compared to 48 percent in 1994–2013. 15 percent used the term “start-up” in the period 2013–2017, while 48 percent used the term “start-up” between 1994–2013. The inconsistent use of terms is one of the main challenges for developing a coherent body of knowledge within software startup engineering. Even though 40 studies used the term “startup”, the context for which they were used was not the same, or the study context was poorly described.",,09/05/2019 23:21:50,
112,2018-Berg et al,###,"4.3.2. Incubated companies Fig. 11 shows the percentage of the newly selected empirical papers that have performed research in the context of incubators. That is, mentioning incubators or presenting research on startups that are part of incubator environments. As illustrated, 91 percent of the papers focused on startups outside of incubator context or did notmention this in their description. Two papers focused on incubated startups (Pompermaier et al., 2017; Souza et al., 2017).",,09/05/2019 23:21:50,
113,2018-Berg et al,###,"Fig. 11. Percentage of incubated companies, 2013–2017.",,09/05/2019 23:21:50,
114,2018-Berg et al,###,264,,09/05/2019 23:21:50,
115,2018-Berg et al,###,,,09/05/2019 23:21:50,
116,2018-Berg et al,###,"Table 5 Contextual descriptions, 2013–2017. ID Nr of startups Company size Product orientation Other relevant info",,09/05/2019 23:21:50,
117,2018-Berg et al,###,"Yau and Murphy (2013) 1 startup 5 members Social network application Roles: Designer, 1 web/iOS/android dev. each, CEO Approach: Lean Startup/Agile Raﬁq et al. (2017) 3 startups 4 members Health Canada, mobile app, concept stage 6 members E-commerce Italy, mobile and web app, func.stage 25 members E-commerce Brazil, web app, mature stage Souza et al. (2017) 4 startups 12 members 3yrs old 10 members Academic 1yrs old 8 members business domain 1yrs old (still incubated) 10 members 4months old (still incubated) Marks et al. (2017) 1 startup Not speciﬁed Db performance & interoperability High potential growth ﬁrm, spin-out from a university Bajwa et al. (2016) 4 startups 2 founders Video service Working prototype (14’) 3 founders SaaS Func. product, limited users (15’) 2 founders Event ticketing system Func. product, high growth (11’) 2 founders Game-based learning Mature product (06’) Nguyen-Duc and Abrahamsson (2016) 5 startups 6 members Online photo marketplace Italy (lean startup/agile,12’,impl.phase) 3 members Marketplace for food hub Norway (ad-hoc,15’,concept.phase) 4 members Collab.platform construction Norway (Scrum,11’,commercial.phase) 18 members Sale visualization Norway (agile,11’,commercial.phase) 3 members Under-water camera Finland (ad-hoc,11’,impl.phase) Nguyen-Duc et al. (2016) 5 startups 20 members Learning game, B2C 2006, scaling phase 18 members Real-time sale management, B2B 2011, scaling phase 1 member Photo marketplace, B2C 2012, startup 3 members Social platform,B2C 2015, pre-startup 1 member Collab.platform construction, B2B 2011, startup Duc and Abrahamsson (2017) 6 startups 6 members Hyper-local news platform, P2P Norway (agile,2015,bootstrap) 9 members Collab.platform construction, B2B Norway (scrum,2012,bootstrap) 3 members Ticket event system, B2B Norway (agile,2012,bootstrap) 5 members Shipping platform, P2P UK (agile,2013,early investor) 12 members Game learning tool, P2P UK (dist.agile,2013,bootstrap) 5 members Fish farm management, B2B Vietnam (ad-hoc,2016,bootstrap) Laporte et al. (2015) 2 startups 4 members Peru (2012, VSE/start-up term) 2 members Not speciﬁed Canada Nguyen-Duc et al. (2015b) 3 startups 4 members Photo market place, P2P 2011,paying customers 5 members Under-water camera, B2B 2009,paying customers 12 members Ticketing system, B2P 2011,paying customers Sánchez-Gordón and O’Connor (2016) 3 VSEs 17 members Enterprise 18yrs active (int.customers) 10 members Financial services 9yrs active (int.customers) 7 members Enterprise 4.5yrs active (int.customers) Giardino et al. (2016) 13 startups 3–20 members Time-to-market: 2–6 founders Not speciﬁed 1-12months Pompermaier et al. (2017) 8 startups Not speciﬁed Not speciﬁed Incubator-context 62% used pseudo-agile for reqs. 100% not documenting many reqs. Chanin et al. (2017) 3 startups Not speciﬁed Food-waste knowledge app Not speciﬁed Online debt platform Online investment platform",,09/05/2019 23:21:50,
118,2018-Berg et al,###,"4.3.3. Contextual descriptions The primary studies from 2013 to 2017 that have provided empirical evidence and suﬃcient contextual descriptions are presented in Table 5. The relevant context information includes the attributes: (1) number of startups under investigation, (2) size of the company/team, (3) the product orientation of the startups, and (4) other relevant contextual descriptions beyond these three (e.g., lifecycle stage, age/ year of establishment, location, software development methodology). As illustrated in the ﬁgure, 14 of the 22 studies showed a suﬃcient amount of contextual description. The contextual descriptions in the remaining eight papers were either absent or not suﬃciently explained. The papers not providing empirical evidence were not evaluated. The two last papers in the table are subject to omission, as both have two ﬁelds of “not speciﬁed”. The following list presents some of the descriptions of companies that have participated in empirical research on startups, and explanation of non-trivial information. (cid:129) The number of startups under investigation is in the range from 1 to 20 startups. The most frequently used number of startups was found to be 3–5.(cid:129) The number of employees is usually in the range of 2–25, depending",,09/05/2019 23:21:50,
119,2018-Berg et al,###,"on the lifecycle stage of the company. At early stages, the number of employees tends to be equal to the number of founders, which seems to be in the range of 2–6. At later stages, more employees are needed. For the scaling phase, most companies have 10–20 employees.(cid:129) It is usual that researchers specify the product orientation of the startups (e.g., B2B/B2C).(cid:129) The age of the investigated companies is usually in the range 1 month to 3 years. Some papers investigated VSEs, one of them 18 years active (Sánchez-Gordón and O’Connor, 2016). Companies beyond three years of age tend to be past the scaling phase.(cid:129) Startups use diﬀerent software development methods. The most usual methods found were agile, scrum, or ad-hoc.(cid:129) No more than two papers mentioned whether the investigated companies had received any funding, and if so what kind of funding they had received.(cid:129) Even if some of the investigated startups develop products with mixed software and hardware parts, no paper focused on their speciﬁc challenges or practices.(cid:129) A bootstrap startup is a company that started out without initial funding and resources (Duc and Abrahamsson, 2017).(cid:129) “VSEs” and “high growth ﬁrms” can in the related studies be",,09/05/2019 23:21:50,
120,2018-Berg et al,###,265,,09/05/2019 23:21:50,
121,2018-Berg et al,###,,,09/05/2019 23:21:50,
122,2018-Berg et al,###,Table 6 Summary of results. Research question Findings,,09/05/2019 23:21:50,
123,2018-Berg et al,###,"RQ1 Most research has been conducted within the knowledge areas software process, management, construction, design, and requirements, with the shift of focus toward process andmanagement areas. Researchers have provided lessons learned and advice studies, paying less attention to speciﬁc tools and frameworks. RQ2 The rigour of primary papers was higher between 2013–2017 than that of 1994–2013. Two reasons for this are increased importance of startups, and increased focus on researchers providing high-quality research. RQ3 Thematic concepts representing the software startup context include innovation, lack of resources, uncertainty, time-pressure, small team, highly reactive, and rapidly evolving. Startup literature provides an inconsistent use of thematic concepts describing startups.",,09/05/2019 23:21:50,
124,2018-Berg et al,###,"regarded as startup companies.(cid:129) In relation to the startup stages presented in Section 2.3: (1) Concept and pre startup stage are similar to stage 1. (2) Implementation, functional, and startup stages are similar to stage 2. Commercial and scaling stages are similar to stage 3. (4) Mature stage can be either stage 3 or 4.",,09/05/2019 23:21:50,
125,2018-Berg et al,###,Table 6 presents a summary of the main ﬁndings contributing to addressing our research questions: (RQ1) How has software startup research changed over time in terms of focused knowledge areas? (RQ2)What is the relative strength of the empirical evidence reported? (RQ3) In what context has software startup research been conducted?,,09/05/2019 23:21:50,
126,2018-Berg et al,###,5. Discussion,,09/05/2019 23:21:50,
127,2018-Berg et al,###,"In this paper, we have applied a systematic mapping method to analyze the 74 primary papers, to observe how software startup research has evolved and possibly matured in some Software Engineering knowledge areas. This makes it possible to identify changes in research direction for the last ﬁve years. This section presents our discussion of the newly selected papers along with the SWEBOK knowledge areas, identifying state-of-the-practice and pointing out existing research gaps. From the extracted context features, we provide a synthesized description of the startup context.",,09/05/2019 23:21:50,
128,2018-Berg et al,###,5.1. RQ1: How has software startup research changed over time in terms of focused knowledge areas?,,09/05/2019 23:21:50,
129,2018-Berg et al,###,"5.1.1. SWEBOK knowledge areas Software engineering process. The need for the software development process to be adapted to a projects scope, magnitude, complexity, and changing requirements is generally acknowledged, however, there exists a lack in guidance on how software startups can adapt their process to their situational context (Marks et al., 2017). The situational context consists of a large number of concerns and factors, as found in the “reference framework” (Clarke and O’Connor, 2012), indicating why software engineering is so hard (Marks et al., 2017). The situational factors in the reference framework explain the need for startups’ own software development processes, and why strictly following the agile methodology is often outside the scope of small startups (Yau and Murphy, 2013). In early-stage software startups, research shows that systematic software engineering processes often are replaced by light-weight ad-hoc processes (Giardino et al., 2014). Software startups need a model ﬁtted to both the innovation, and engineering processes in startups’ complex and chaotic situations. The Hunter-gatherer cycle is one model proposed to help startups in all phases of the company, from their evolution from innovative ideas to commercial products. The model diﬀerentiates between the hunting cycle, and the gathering cycle, which covers the innovation and engineering activities. The model is at a preliminary stage and requires more empirical evidence in order to be generalized to all software startups (Nguyen-Duc et al., 2015b).",,09/05/2019 23:21:50,
130,2018-Berg et al,###,"Software engineering professional practice. Software engineers need to possess the required knowledge, skills, training, and experience to",,09/05/2019 23:21:50,
131,2018-Berg et al,###,"practice professional and responsible software engineering (Bourque and Fairley, 2014). Standards like ISO are meant to ensure high quality and reliability of software products (ISO, 2017), and can thus help developers to practice software engineering at a level in line with these objectives. The paper by Laporte et al. (2014) presents results from early trials of the ISO/IEC 29110 standard for very small entities and concludes that international certiﬁcations can enhance small software companies’ chances for success. Developers in software startups typically prioritize speed related agile practices rather than quality related ones (Pantiuchina et al., 2017). Standards like ISO, tailored to the startup context, can help software developers combine quality and speed, which in turn can increase the chances for success. However, as the ISO/IEC 29110 standard mainly is intended for very small companies, it is only partially relevant for startups. Future work should be undertaken to develop an ISO standard tailored to the startup context, to support developers in practicing professional software engineering. In general, there was a lack of research supporting professional practice in software startups. Engineering foundations is one of the 15 knowledge areas that was not covered in any paper. It is about the application of knowledge in the engineering discipline, allowing engineers to develop and to maintain software more eﬃciently and eﬀectively, and help practitioners to adopt professional software engineering principles. As to this, more work should be undertaken to identify the engineering foundations of software developers in startups. Most prior research has focused on the needs of established companies. A possible research area could be to investigate which engineering practices graduates and other engineers should possess if they are to work in a software startup, and how universities and other educational institutions can facilitate learning and other services to support the speciﬁc needs of practitioners that are to work in software startups.",,09/05/2019 23:21:50,
132,2018-Berg et al,###,"Software Engineering Management. Software engineering management concerns about a wide range of diﬀerent areas, including planning, measuring, coordinating, and reporting activities to support systematic software development and maintenance (Bourque and Fairley, 2014). For startups, software engineering management relates to, among other things, business model experimentation and customer development. Three primary studies that have identiﬁed software engineering management are Laporte and O’Connor (2016), NguyenDuc et al. (2015b), and Yli-Huumo et al. (2015). However, these papers primarily focus on software engineering processes (Laporte and O’Connor, 2016; Nguyen-Duc et al., 2015b) and software quality (YliHuumo et al., 2015). Although the Hunter-gatherer cycle presented by Nguyen-Duc et al. (2015b) presents how startups can handle the dynamic evolution of product-market ﬁt, which is part of both business experimentation and customer development, it is primarily focused towards software engineering processes in startups. The managerial part of software engineering has been identiﬁed by Duc and Abrahamsson (2017), exploring the outsourcing relationship in software startups. They concluded that outsourcing is a feasible option for early-stage startups. The authors are underway to provide a guideline with best practices for outsourcing in startups. Other papers have focused on principles from Lean Startup, especially the role of pivoting in software startups. This includes why",,09/05/2019 23:21:50,
133,2018-Berg et al,###,266,,09/05/2019 23:21:50,
134,2018-Berg et al,###,,,09/05/2019 23:21:50,
135,2018-Berg et al,###,"startups pivot (Bajwa et al., 2017), and which pivot types exist (Bajwa et al., 2016).More work is required to address the consequences and relationship among diﬀerent pivot types, both from a business and technical perspective. How pivoting should be performed at diﬀerent lifecycle stages, both in terms of system complexity and modiﬁability, may aﬀect the pivoting decision. The research agenda (Unterkalmsteiner et al., 2016) has addressed a need for more research to identify how startups explicitly manage risks, and how startups can model and measure risks. This further relates to which tools and techniques they should utilize to preserve agility and speed in dynamic environments of high uncertainty. Lean Startup oﬀers entrepreneurs a method to handle such environments, but more empirical evidence is needed to understand how software startups apply this theory in practice so that researchers can develop tailored models and frameworks to reduce business and technical risks.",,09/05/2019 23:21:50,
136,2018-Berg et al,###,"Software quality. A frequent issue in terms of software quality for startups is technical debt. The development of minimum viable products, and releasing the product as fast as possible, often require the development team to take shortcuts and workarounds. Steve McConnell showed that technical debt can be divided into intentional and unintentional debt McConnell. Shortcuts can lead to the accumulation of intentional technical debt, while unintentional technical debt can happen when business model experimentation is leaved out (Yli-Huumo et al., 2015). No matter how good the idea may seem, not validating the idea with customers could lead to the development of unnecessary features. Not focusing on technical debt will have consequences for the product quality, while constantly changing and improving the business model will be necessary to stay competitive (Yli-Huumo et al., 2015). Finding the correct balance is therefore essential. The same problem is referred to as the developer’s dilemma (Terho et al., 2016). The developer’s dilemma also emphasizes the need for managers to communicate the learning goals of the product precisely so that developers can adjust the quality accordingly. Not ﬁnding the correct match between learning goals and quality will often lead to technical debt, waste, or missed learning. To help startups focus on technical debt, one estimation method is proposed based on Visual Thinking (Chicote, 2017). The technique is based on “duck taping” each part of the code that is developed or ﬁxed in a messy way, to keep an overview of what might cause quality issues in the future. Measuring technical debt is hard, and as the author also concludes, the method needs more empirical evidence as to whether it actually is capable of solving issues related to technical debt.",,09/05/2019 23:21:50,
137,2018-Berg et al,###,"Software Construction. There exists a wide range of various software tools to speed up the development processes in software startups. However, as Edison et al. (2015) suggest, there does not exist a clear understanding of how entrepreneurs can use the diﬀerent tools eﬃciently to meet their speciﬁc needs. As to this, the paper describes the outline of a system that provides a software tool portal that supports and recommends which tools to use in the construction of software products and services. The portal can be directly connected to the research agenda (Unterkalmsteiner et al., 2016), which addresses a need for how software tools can be recommended and used by entrepreneurs. According to our ﬁndings, there is a general lack of research within the ﬁeld of software construction in startups. A software tool portal can indeed be helpful to support software construction. However, such a portal is not speciﬁcally addressing how to construct software. Software construction includes the management and practicalities of construction and the use of technologies and tools to develop software (Bourque and Fairley, 2014). As to this, it can be feasible to address software construction through sub-categories, like design, testing, and veriﬁcation.",,09/05/2019 23:21:50,
138,2018-Berg et al,###,"Software engineering methods and models. The models and methods knowledge area aims at making software processes more successoriented through systematic and repeatable activities at diﬀerent lifecycle stages (Bourque and Fairley, 2014). Topics include principles and properties of models, analysis of models, and various software development methods. Startups need software development methodologies and techniques tailored to their speciﬁc contexts. These should be based on Lean Startup and agile principles (Paternoster et al., 2014). Researchers are encouraged to identify what engineering methods and models that are used today, and whether they work in a startup context (Unterkalmsteiner et al., 2016). The Greenﬁeld Startup Model (GSM) aims at explaining how development strategies and practices are engineered and utilized in startups (Giardino et al., 2016). A similar model, the academic startup model, was created by Souza et al. (2017), which illustrates how software startups structure and execute their engineering activities. Both papers conclude that early-stage software startups do not adopt traditional development methodologies. Instead, rapid prototyping and continuous experimentation are in focus, hence engineering practices are adapted to each startup’s speciﬁc context. These models provide development objectives that software engineers in startups can use, as well as guidelines for future research aiming at improving the current state-of-the-art. We see an existing need to validate the software engineering models adapted to the startup context. This includes areas like technical debt management for particular contexts, and how new models from academia and industry can be applied in the startup context (Giardino et al., 2016).",,09/05/2019 23:21:50,
139,2018-Berg et al,###,"Software testing. Software validation and testing are essential parts of all software engineering processes. Software testing is both costly and time-consuming, and without suﬃcient knowledge about customers and users, it can be diﬃcult for startups to apply necessary testing practices in the development of high-quality software products and services. Pompermaier et al. (2017) found that testing is critical to startups’ success. However, in the construction phase of the ﬁrst version of the system, technical teams did not use any software testing techniques. This changed in the following phases, where 75 percent of the technical teams used software testing techniques. The most common testing techniques were unit tests (37 percent), pilot clients (25 percent), functional tests (25 percent), and specialist testers (13 percent). Due to the importance of testing, startups should apply testing techniques at a more consistent and detailed level to enhance the quality and professionalism of their development processes. Apart from the results presented by Pompermaier et al. (2017), more research is required to identify and develop methods for how startups can enhance their current testing processes, even in contexts of scarce resources and time-pressure. Research should look at how startups can learn from established companies’ systematic testing processes, even if they have signiﬁcantly diﬀerent needs for, and usage of such methods. Finding an optimal balance between cost/time spent on testing activities and how this evolves over time in startups can help them in the introduction of good software testing practices (Unterkalmsteiner et al., 2016).",,09/05/2019 23:21:50,
140,2018-Berg et al,###,"Software requirements. Software requirements engineering activities include elicitation, negotiation, analysis, speciﬁcation, and validation of requirements (Bourque and Fairley, 2014). As startups lack knowledge about their customers and users, it becomes diﬃcult to identify and also verify all requirements. How much time should be spent on requirements is challenging to estimate when you don t know whether the requirements actually will be implemented. This, in turn, makes it diﬃcult to estimate time and cost of software development. To deal with these ambiguities, startups should apply techniques from the Lean Startup methodology (Ries, 2011). Prototyping, continuous",,09/05/2019 23:21:50,
141,2018-Berg et al,###,267,,09/05/2019 23:21:50,
142,2018-Berg et al,###,,,09/05/2019 23:21:50,
143,2018-Berg et al,###,"experimentation of minimum viable products, and pivoting are eﬀective tools and methods startups can utilize in their requirements engineering processes (Unterkalmsteiner et al., 2016). Raﬁq et al. (2017) found that there was a lack of studies investigating how software startups perform requirements engineering processes. The study found that requirements mainly were elicited through the founders assumptions and interpretations of the market. These were based on several diﬀerent requirements elicitation techniques, including prototyping, interviews, questionnaires, feedback comments analyses, competitor analyses, similar product analyses, collaborative team discussions, and model users. Although elicitation techniques were used, the startups did not deﬁne the requirements explicitly. This resulted in a lack of formal documentation, both before and after the elicitation process. Future research should investigate a larger number of software startups to identify a greater amount of elicitation techniques and to provide stronger evidence of the ﬁndings in Raﬁq et al. (2017). More research should be undertaken to identify negotiation, speciﬁcation, and validation techniques. In addition, research is necessary to identify requirements engineering for diﬀerent lifecycle stages to help startups in speciﬁc situational contexts identify appropriate requirements engineering techniques.",,09/05/2019 23:21:50,
