"BibliographyType","ISBN","Identifier","Author","Title","Journal","Volume","Number","Month","Pages","Year","Address","Note","URL","Booktitle","Chapter","Edition","Series","Editor","Publisher","ReportType","Howpublished","Institution","Organizations","School","Annote","Custom1","Custom2","Custom3","Custom4","Custom5","DOI"
"7","","CAVALCANTE201617","Cavalcante, Everton; Pereira, Jorge; Alves, Marcelo Pitanga; Maia, Pedro; Moura, Roniceli; Batista, Thais; Delicato, Flavia C.; Pires, Paulo F.","On the interplay of Internet of Things and Cloud Computing: A systematic mapping study","Computer Communications","89-90","","","17--33","2016","","","http://www.sciencedirect.com/science/article/pii/S0140366416300706","","","","","","","","","","","","Internet of Things$\backslash$: Research challenges and Solutions","The Internet of Things (IoT) is a novel paradigm relying on the interaction of smart objects (things) with each other and with physical and/or virtual resources through the Internet. Despite the recent advances that have made IoT a reality, there are several challenges to be addressed towards exploiting its full potential and promoting tangible benefits to society, environment, economy, and individual citizens. Recently, Cloud Computing has been advocated as a promising approach to tackle some of the existing challenges in IoT while leveraging its adoption and bringing new opportunities. With the combination of IoT and Cloud Computing, the cloud becomes an intermediate layer between smart objects and applications that make use of data and resources provided by these objects. On the one hand, IoT can benefit from the almost unlimited resources of Cloud Computing to implement management and composition of services related to smart objects and their provided data. On the other hand, the cloud can benefit from IoT by broadening its operation scope to deal with real-world objects. In spite of this synergy, the literature still lacks of a broad, comprehensive overview on what has been investigated on the integration of IoT and Cloud Computing and what are the open issues to be addressed in future research and development. The goal of this work is to fill this gap by systematically collecting and analyzing studies available in the literature aiming to: (i) obtain a comprehensive understanding on the integration of IoT and Cloud Computing paradigms; (ii) provide an overview of the current state of research on this topic; and (iii) identify important gaps in the existing approaches as well as promising research directions. To achieve this goal, a systematic mapping study was performed covering papers recently published in journals, conferences, and workshops, available at five relevant electronic databases. As a result, 35 studies were selected presenting strategies and solutions on how to integrate IoT and Cloud Computing as well as scenarios, research challenges, and opportunities in this context. Besides confirming the increasing interest on the integration of IoT and Cloud Computing, this paper reports the main outcomes of the performed systematic mapping by both presenting an overview of the state of the art on the investigated topic and shedding light on important challenges and potential directions to future research.","","Cloud Computing, IoT, Systematic mapping,Internet of Things","","","https://doi.org/10.1016/j.comcom.2016.03.012"
"7","","doi:10.1002/spe.2409","Chauhan, Muhammad Aufeef; Babar, Muhammad Ali; Benatallah, Boualem","Architecting cloud-enabled systems: a systematic survey of challenges and solutions","Software: Practice and Experience","47","4","","599--644","2017","","","https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.2409","","","","","","","","","","","","","Summary The literature on the challenges of and potential solutions to architecting cloud-based systems is rapidly growing but is scattered. It is important to systematically analyze and synthesize the existing research on architecting cloud-based software systems in order to build a cohesive body of knowledge of the reported challenges and solutions. We have systematically identified and reviewed 133 papers that report architecture-related challenges and solutions for cloud-based software systems. This paper reports the methodological details, findings, and implications of a systematic review that has enabled us to identify 44 unique categories of challenges and associated solutions for architecting cloud-based software systems. We assert that the identified challenges and solutions classified into the categories form a body of knowledge that can be leveraged for designing or evaluating software architectures for cloud-based systems. Our key conclusions are that a large number of primary studies focus on middleware services aimed at achieving scalability, performance, response time, and efficient resource optimization. Architecting cloud-based systems presents unique challenges as the systems to be designed range from pervasive embedded systems and enterprise applications to smart devices with Internet of Things. We also conclude that there is a huge potential of research on architecting cloud-based systems in areas related to green computing, energy efficient systems, mobile cloud computing, and Internet of Things. Copyright {\textcopyright} 2016 John Wiley {\&} Sons, Ltd.","","software architecture, systematic literature review,cloud computing","","","10.1002/spe.2409"
"7","","doi:10.1142/S0219649220400109","Ridha, Samah; Senapathi, Mali","Requirements Engineering in Cloud and Service-Oriented Systems: A Systematic Mapping Study","Journal of Information {\&} Knowledge Management","0","0","","2040010","","","","https://doi.org/10.1142/S0219649220400109","","","","","","","","","","","","","The domain of Cloud and Service-oriented requirements engineering (SORE) focuses on modelling, specifying, and analysing requirements to enable software development in a service-oriented manner. Even though Cloud and SORE has received increasing attention over the past decade, there is no clear view of the current state of knowledge. Our goal is to gain insights into the current status of Cloud and SORE research published to date. To this end, we conducted a systematic mapping study to develop a map to classify relevant literature published between 2007 and 2018. Out of the 326 studies that were examined, we selected 24 studies as primary studies. The resulting map provides an overview of the existing work on Cloud and SORE and makes it possible to identify gaps and plan and position future research. Our findings suggest that Cloud and SORE as a research context needs specific attention. More evaluation and validation research is needed to better understand the implementation and impact of the various solutions (e.g. frameworks, tools) that are proposed in the Cloud and SORE context.","","","","","10.1142/S0219649220400109"
"7","","Durao2014","Durao, Frederico; Carvalho, Jose Fernando S.; Fonseka, Anderson; Garcia, Vinicius Cardoso","A systematic review on cloud computing","The Journal of Supercomputing","68","3","","1321--1346","2014","","","https://doi.org/10.1007/s11227-014-1089-x","","","","","","","","","","","","","Cloud computing is an ascending technology that has introduced a new paradigm by rendering a rational computational model possible. It has changed the dynamics of IT consumption by means of a model that provides on-demand services over the Internet. Unlike the traditional hosting service, cloud computing services are paid for per usage and may expand or shrink based on demand. Such services are, in general, fully managed by cloud providers that require users nothing but a personal computer and an Internet access. In recent years, this model has attracted the attention of researchers, investors and practitioners, many of whom have proposed a number of applications, structures and fundamentals of cloud computing, resulting in various definitions, requirements and models. Despite the interest and advances in the field, issues such as security and privacy, service layer agreement, resource sharing, and billing have opened up new questions about the real gains of the model. Although cloud computing is based on a 50-year-old business model, evidence from this study indicates that cloud computing still needs to expand and overcome present limitations that prevent the full use of its potential. In this study, we critically review the state of the art in cloud computing with the aim of identifying advances, gaps and new challenges.","","","","","10.1007/s11227-014-1089-x"
"7","","EDISON20181","Edison, Henry; Wang, Xiaofeng; Jabangwe, Ronald; Abrahamsson, Pekka","Innovation Initiatives in Large Software Companies: A Systematic Mapping Study","Information and Software Technology","95","","","1--14","2018","","","http://www.sciencedirect.com/science/article/pii/S0950584917303051","","","","","","","","","","","","","Context To keep the competitive advantage and adapt to changes in the market and technology, companies need to innovate in an organised, purposeful and systematic manner. However, due to their size and complexity, large companies tend to focus on the structure in maintaining their business, which can potentially lower their agility to innovate. Objective The aims of this study are to provide an overview of the current research on innovation initiatives and to identify the challenges of implementing those initiatives in the context of large software companies. Method The investigation was primarily performed using a systematic mapping approach of published literature on corporate innovation and entrepreneurship, which was then complemented with interviews with four experts with rich industry experience. Results Our mapping study results suggest that, there is a lack of high quality empirical studies on innovation initiative in the context of large software companies. A total of 7 studies are conducted in the context of large software companies, which reported 5 types of initiatives: intrapreneurship, bootlegging, internal venture, spin-off and crowdsourcing. Our study offers three contributions. First, this paper represents the map of existing literature on innovation initiatives inside large companies. The second contribution of this paper is to provide an innovation initiative tree. The third contribution is to identify key challenges faced by each initiative in large software companies. Conclusions At the strategic and tactical levels, there is no difference between large software companies and other companies. At the operational level, large software companies are highly influenced by the advancement of Internet technology. In addition, large software companies use open innovation paradigm as part of their innovation initiatives. We envision our future work is to further empirically evaluate the innovation initiative tree in large software companies. More practitioners from different companies should be involved in the future studies.","","Corporate entrepreneurship, Corporate innovation, Innovation initiative, Large software companies, Systematic mapping study,Innovation","","","https://doi.org/10.1016/j.infsof.2017.12.007"
"7","","GONZALEZMARTINEZ2015132","Gonz{\'{a}}lez-Mart{\'{i}}nez, Jos{\'{e}} A.; Bote-Lorenzo, Miguel L.; G{\'{o}}mez-S{\'{a}}nchez, Eduardo; Cano-Parra, Rafael","Cloud computing and education: A state-of-the-art survey","Computers {\&} Education","80","","","132--151","2015","","","http://www.sciencedirect.com/science/article/pii/S0360131514001985","","","","","","","","","","","","","This paper surveys the state of the art on the use and research of cloud computing in education following a systematic methodology. After a comprehensive search of the scientific literature, 112 works were selected for the review. The survey identifies and analyzes the advantages and risks that the use of cloud computing may have for the main stakeholders in education, which can be useful to identify the scenarios in which the use of cloud computing in an educational context may have significant advantages. Furthermore, the survey categorizes and discusses the main technical and domain-specific research challenges, thus facilitating researchers the task of finding relevant issues, in which they can focus their efforts.","","Distributed learning environments, Improving classroom teaching, Interactive learning environments, Public spaces and computing,Architectures for educational technology system","","","https://doi.org/10.1016/j.compedu.2014.08.017"
"7","","HEREDIA2015395","Heredia, Alberto; Colomo-Palacios, Ricardo; de Amescua, Antonio","Software Business Models from a Distribution Perspective: A Systematic Mapping Study","Procedia Computer Science","64","","","395--402","2015","","","http://www.sciencedirect.com/science/article/pii/S1877050915026514","","","","","","","","","","","","Conference on ENTERprise Information Systems/International Conference on Project MANagement/Conference on Health and Social Care Information Systems and Technologies, CENTERIS/ProjMAN / HCist 2015 October 7-9, 2015","Business models (BMs) describe how a company creates and delivers value to customers, the products or services that it offers and the compensation for them. Software companies need to be able to adopt different BMs to be successful in modern economy. Despite the number of publications on the field, there is still not a clear picture of software BMs. The purpose of this study is to structure and characterize the state of the art on software BMs with focus on sales and distribution models to help discover possible research gaps. The authors of this study conducted a systematic mapping study using relevant keywords to identify primary studies in the existing literature related to software BMs from a business management perspective. The search strategy returned 1871 papers and 51 were selected as primary studies. The analysis of results helps clarify the picture of software BMs and highlights the most relevant sources of papers. Results also reveal the broad interest of researchers on this topic. Most of the primary studies were related to service-based BMs, and to a lesser extent on product-based or open-source-based BMs; there is also an increase in the attention of researchers towards models built around mobile apps. While many authors report experience papers, only some authors validate or evaluate new proposals of sales and distribution models.","","SaaS, mobile apps., on-premise software, open-source software, systematic mapping,software business models","","","https://doi.org/10.1016/j.procs.2015.08.516"
"7","","JIA2016206","Jia, Changjiang; Cai, Yan; Yu, Yuen Tak; Tse, T. H.","5W+1H pattern: A perspective of systematic mapping studies and a case study on cloud software testing","Journal of Systems and Software","116","","","206--219","2016","","","http://www.sciencedirect.com/science/article/pii/S0164121215000370","","","","","","","","","","","","","A common type of study used by researchers to map out the landscape of a research topic is known as mapping study. Such a study typically begins with an exploratory search on the possible ideas of the research topic, which is often done in an unsystematic manner. Hence, the activity of formulating research questions in mapping studies is ill-defined, rendering it difficult for researchers who are new to the topic. There is a need to guide them kicking off a mapping study of an unfamiliar domain. This paper proposes a 5W+1H pattern to help investigators systematically examine a generic set of dimensions in a mapping study toward the formulation of research questions before identifying, reading, and analyzing sufficient articles of the topic. We have validated the feasibility of our proposal by conducting a case study of a mapping study on cloud software testing, that is, software testing for and on cloud computing platforms. The case study reveals that the 5W+1H pattern can lead investigators to define a set of systematic, generic, and complementary research questions, enabling them to kick off and expedite the mapping study process in a well-defined manner. We also share our experiences and lessons learned from our case study on the use of the 5W+1H pattern in mapping studies.","","Cloud software testing, Systematic mapping study,5W+1H pattern","","","https://doi.org/10.1016/j.jss.2015.01.058"
"7","","KABBEDIJK2015139","Kabbedijk, Jaap; Bezemer, Cor-Paul; Jansen, Slinger; Zaidman, Andy","Defining multi-tenancy: A systematic mapping study on the academic and the industrial perspective","Journal of Systems and Software","100","","","139--148","2015","","","http://www.sciencedirect.com/science/article/pii/S0164121214002313","","","","","","","","","","","","","Software as a service is frequently offered in a multi-tenant style, where customers of the application and their end-users share resources such as software and hardware among all users, without necessarily sharing data. It is surprising that, with such a popular paradigm, little agreement exists with regard to the definition, domain, and challenges of multi-tenancy. This absence is detrimental to the research community and the industry, as it hampers progress in the domain of multi-tenancy and enables organizations and academics to wield their own definitions to further their commercial or research agendas. In this article, a systematic mapping study on multi-tenancy is described in which 761 academic papers and 371 industrial blogs are analysed. Both the industrial and academic perspective are assessed, in order to get a complete overview. The definition and topic maps provide a comprehensive overview of the domain, while the research agenda, listing four important research topics, provides a roadmap for future research efforts.","","Definition, Systematic mapping study,Multi-tenancy","","","https://doi.org/10.1016/j.jss.2014.10.034"
"7","","KRATZKE20171","Kratzke, Nane; Quint, Peter-Christian","Understanding cloud-native applications after 10 years of cloud computing - A systematic mapping study","Journal of Systems and Software","126","","","1--16","2017","","","http://www.sciencedirect.com/science/article/pii/S0164121217300018","","","","","","","","","","","","","It is common sense that cloud-native applications (CNA) are intentionally designed for the cloud. Although this understanding can be broadly used it does not guide and explain what a cloud-native application exactly is. The term “cloud-native” was used quite frequently in birthday times of cloud computing (2006) which seems somehow obvious nowadays. But the term disappeared almost completely. Suddenly and in the last years the term is used again more and more frequently and shows increasing momentum. This paper summarizes the outcomes of a systematic mapping study analyzing research papers covering “cloud-native” topics, research questions and engineering methodologies. We summarize research focuses and trends dealing with cloud-native application engineering approaches. Furthermore, we provide a definition for the term “cloud-native application” which takes all findings, insights of analyzed publications and already existing and well-defined terminology into account.","","CNA, Elastic platform, Microservice, Pattern, Self service, Softwareization, Systematic mapping study,Cloud-native application","","","https://doi.org/10.1016/j.jss.2017.01.001"
"5","978-981-10-5861-5","Mahmud2018","Mahmud, Redowan; Kotagiri, Ramamohanarao; Buyya, Rajkumar","Fog Computing: A Taxonomy, Survey and Future Directions","","","","","103--130","2018","Singapore","","https://doi.org/10.1007/978-981-10-5861-5{\_}5","Internet of Everything: Algorithms, Methodologies, Technologies and Perspectives","","","","Di Martino, Beniamino; Li, Kuan-Ching; Yang, Laurence T.; Esposito, Antonio","Springer Singapore","","","","","","","In recent years, the number of Internet of Things (IoT) devices/sensors has increased to a great extent. To support the computational demand of real-time latency-sensitive applications of largely geo-distributed IoT devices/sensors, a new computing paradigm named ``Fog computing'' has been introduced. Generally, Fog computing resides closer to the IoT devices/sensors and extends the Cloud-based computing, storage and networking facilities. In this chapter, we comprehensively analyse the challenges in Fogs acting as an intermediate layer between IoT devices/sensors and Cloud datacentres and review the current developments in this field. We present a taxonomy of Fog computing according to the identified challenges and its key features. We also map the existing works to the taxonomy in order to identify current research gaps in the area of Fog computing. Moreover, based on the observations, we propose future directions for research.","","","","","10.1007/978-981-10-5861-5_5"
"7","","Mahmud2019","Mahmud, Kanwal; Usman, Muhammad","Trust Establishment and Estimation in Cloud Services: A Systematic Literature Review","Journal of Network and Systems Management","27","2","","489--540","2019","","","https://doi.org/10.1007/s10922-018-9475-y","","","","","","","","","","","","","Cloud computing has increasingly attracted a large number of entrepreneurs to deploy innovative web services to expand the horizon of their businesses. The selection of trustworthy services, by considering the adequate QoS parameters, is imperative for the cloud service consumers to fulfill their requirements. Over the years, many studies have been carried out to establish trust between service providers and cloud service consumers. The findings of these studies need to be analyzed in order to explore the essential features and limitations with respect to the essential QoS requirements. Therefore, a systematic literature review has been performed in this study with an aim to identify and classify the existing research on trust establishment and estimation in cloud services. A critical review of the existing literature has been presented along with the identification of potential future research avenues. This study has also highlighted the need of improving the service selection process by employing user preferences based on their particular application domains in the context of utility.","","","","","10.1007/s10922-018-9475-y"
"7","","MOHABBATI20131845","Mohabbati, Bardia; Asadi, Mohsen; Ga{\v{s}}evi{\'{c}}, Dragan; Hatala, Marek; M{\{u}}ller, Hausi A.","Combining service-orientation and software product line engineering: A systematic mapping study","Information and Software Technology","55","11","","1845--1859","2013","","","http://www.sciencedirect.com/science/article/pii/S0950584913001274","","","","","","","","","","","","","Context Service-Orientation (SO) is a rapidly emerging paradigm for the design and development of adaptive and dynamic software systems. Software Product Line Engineering (SPLE) has also gained attention as a promising and successful software reuse development paradigm over the last decade and proven to provide effective solutions to deal with managing the growing complexity of software systems. Objective This study aims at characterizing and identifying the existing research on employing and leveraging SO and SPLE. Method We conducted a systematic mapping study to identify and analyze related literature. We identified 81 primary studies, dated from 2000–2011 and classified them with respect to research focus, types of research and contribution. Result The mapping synthesizes the available evidence about combining the synergy points and integration of SO and SPLE. The analysis shows that the majority of studies focus on service variability modeling and adaptive systems by employing SPLE principles and approaches. In particular, SPLE approaches, especially feature-oriented approaches for variability modeling, have been applied to the design and development of service-oriented systems. While SO is employed in software product line contexts for the realization of product lines to reconcile the flexibility, scalability and dynamism in product derivations thereby creating dynamic software product lines. Conclusion Our study summarizes and characterizes the SO and SPLE topics researchers have investigated over the past decade and identifies promising research directions as due to the synergy generated by integrating methods and techniques from these two areas.","","Service-oriented architecture, Software product lines,Systematic mapping","","","https://doi.org/10.1016/j.infsof.2013.05.006"
"7","","MUSTAFA2015186","Mustafa, Saad; Nazir, Babar; Hayat, Amir; ur Rehman Khan, Atta; Madani, Sajjad A.","Resource management in cloud computing: Taxonomy, prospects, and challenges","Computers {\&} Electrical Engineering","47","","","186--203","2015","","","http://www.sciencedirect.com/science/article/pii/S004579061500275X","","","","","","","","","","","","","Cloud computing has emerged as a popular computing paradigm for hosting large computing systems and services. Recently, significant research is carried out on Resource Management (RM) techniques that focus on the efficient sharing of cloud resources among multiple users. RM techniques in cloud are designed for computing and workload intensive applications that have different optimization parameters. This study presents a comprehensive review of RM techniques and elaborates their extensive taxonomy based on the distinct features. It highlights evaluation parameters and platforms that are used to evaluate RM techniques. Moreover, it presents design goals and research challenges that should be considered while proposing novel RM techniques.","","Hybrid cloud, Mobile cloud computing, Resource allocation, Resource management, Virtual machine migration,Cloud computing","","","https://doi.org/10.1016/j.compeleceng.2015.07.021"
"7","","NGUYEN201562","Nguyen, Phu H.; Kramer, Max; Klein, Jacques; Traon, Yves Le","An extensive systematic review on the Model-Driven Development of secure systems","Information and Software Technology","68","","","62--81","2015","","","http://www.sciencedirect.com/science/article/pii/S0950584915001482","","","","","","","","","","","","","Context: Model-Driven Security (MDS) is as a specialised Model-Driven Engineering research area for supporting the development of secure systems. Over a decade of research on MDS has resulted in a large number of publications. Objective: To provide a detailed analysis of the state of the art in MDS, a systematic literature review (SLR ) is essential. Method: We conducted an extensive SLR on MDS. Derived from our research questions, we designed a rigorous, extensive search and selection process to identify a set of primary MDS studies that is as complete as possible. Our three-pronged search process consists of automatic searching, manual searching, and snowballing. After discovering and considering more than thousand relevant papers, we identified, strictly selected, and reviewed 108 MDS publications. Results: The results of our SLR show the overall status of the key artefacts of MDS, and the identified primary MDS studies. For example, regarding security modelling artefact, we found that developing domain-specific languages plays a key role in many MDS approaches. The current limitations in each MDS artefact are pointed out and corresponding potential research directions are suggested. Moreover, we categorise the identified primary MDS studies into 5 significant MDS studies, and other emerging or less common MDS studies. Finally, some trend analyses of MDS research are given. Conclusion: Our results suggest the need for addressing multiple security concerns more systematically and simultaneously, for tool chains supporting the MDS development cycle, and for more empirical studies on the application of MDS methodologies. To the best of our knowledge, this SLR is the first in the field of Software Engineering that combines a snowballing strategy with database searching. This combination has delivered an extensive literature study on MDS.","","MDE, MDS, Model-Driven Engineering, Model-Driven Security, Software security engineering,Systematic review","","","https://doi.org/10.1016/j.infsof.2015.08.006"
"7","","ODUNAYO2019","Odun-Ayo, Isaac; Goddy-Worlu, Rowland; Yahaya, Jamaiah; Geteloma, Victor","A systematic mapping study of cloud policy languages and programming models","Journal of King Saud University - Computer and Information Sciences","","","","","2019","","","http://www.sciencedirect.com/science/article/pii/S1319157819301533","","","","","","","","","","","","","Cloud computing can be considered as a disruptive technology that is making life easier for Cloud users. Determining a focus of research in a specific subject area is sometimes challenging. A systematic map enables a synthesis of a scheme for categorizing data in a field of interest. The goal of this research paper is to carry out a systematic mapping study of policy language and programming models on the cloud. The mapping involved contribution category such as method, research category such as evaluation and major topics extracted from the abstracts of primary studies. The result indicated there are more publications on evaluation research in term of security with 8.9{\%}. There were more papers published on validation research, solution proposal and experience research on the topic of paradigms with 7.53{\%}, 6.85{\%} and 4.11{\%} respectively. Also, there were more publications on philosophical research in terms of privacy with 4.11{\%}. In addition, there were more articles published on opinion research in terms of the survey with 4.11{\%}. On the other hand, there were no articles on metric in terms of framework, paradigms and accountability, and reliability to the best of the researchers' knowledge. The outcome of this systematic study will be of benefit to cloud users, researchers, practitioners and providers.","","Cloud computing policy languages, Programming models, Systematic mapping,Cloud computing","","","https://doi.org/10.1016/j.jksuci.2019.05.003"
"7","","SOOKHAK2014121","Sookhak, Mehdi; Talebian, Hamid; Ahmed, Ejaz; Gani, Abdullah; Khan, Muhammad Khurram","A review on remote data auditing in single cloud server: Taxonomy and open issues","Journal of Network and Computer Applications","43","","","121--141","2014","","","http://www.sciencedirect.com/science/article/pii/S1084804514000940","","","","","","","","","","","","","Cloud computing has emerged as a computational paradigm and an alternative to the conventional computing with the aim of providing reliable, resilient infrastructure, and with high quality of services for cloud users in both academic and business environments. However, the outsourced data in the cloud and the computation results are not always trustworthy because of the lack of physical possession and control over the data for data owners as a result of using to virtualization, replication and migration techniques. Since that the security protection the threats to outsourced data have become a very challenging and potentially formidable task in cloud computing, many researchers have focused on ameliorating this problem and enabling public auditability for cloud data storage security using remote data auditing (RDA) techniques. This paper presents a comprehensive survey on the remote data storage auditing in single cloud server domain and presents taxonomy of RDA approaches. The objective of this paper is to highlight issues and challenges to current RDA protocols in the cloud and the mobile cloud computing. We discuss the thematic taxonomy of RDA based on significant parameters such as security requirements, security metrics, security level, auditing mode, and update mode. The state-of-the-art RDA approaches that have not received much coverage in the literature are also critically analyzed and classified into three groups of provable data possession, proof of retrievability, and proof of ownership to present a taxonomy. It also investigates similarities and differences in such framework and discusses open research issues as the future directions in RDA research.","","Proof of ownership, Proof of retrievability, Provable data possession, Remote data auditing,Cloud computing","","","https://doi.org/10.1016/j.jnca.2014.04.011"
"7","","YOUNAS2018142","Younas, Muhammad; Jawawi, Dayang N. A.; Ghani, Imran; Fries, Terrence; Kazmi, Rafaqut","Agile development in the cloud computing environment: A systematic review","Information and Software Technology","103","","","142--158","2018","","","http://www.sciencedirect.com/science/article/pii/S0950584918301319","","","","","","","","","","","","","Background: Agile software development is based on a set of values and principles. The twelve principles are inferred from agile values. Agile principles are composition of evolutionary requirement, simple design, continuous delivery, self-organizing team and face-to-face communication. Due to changing market demand, agile methodology faces problems such as scalability, more effort and cost required in setting up hardware and software infrastructure, availability of skilled resource and ability to build application from multiple locations. Twelve (12) principles may be practiced more appropriately with the support of cloud computing. This merger of agile and cloud computing may provide infrastructure optimization and automation benefits to agile practitioners. Objective: This Systematic Literature Review (SLR) identifies the techniques employed in cloud computing environment that are useful for agile development. In addition, SLR discusses the significance of cloud and its challenges. Method: By applying the SLR procedure, the authors select thirty-seven (37) studies out of six-hundred-forty-seven (647) from 2010 to 2017. Result: The result of SLR shows that the techniques using existing tools were reported in 35{\%}, simulations in 20{\%} and application developed in 15{\%} of the studies. Evaluation of techniques was reported in 32{\%} of the studies. The impact of cloud computing was measured by the classification of four major categories such as transparency 32{\%}, collaboration 50{\%}, development infrastructure 29{\%} and cloud quality attributes in 39{\%}. Furthermore, a large number of tools were reported in primary studies. The challenges posed by cloud adoption in agile was reported as interoperability 13{\%}, security {\&} privacy 18{\%} and rest of the primary studies did not report any other research gaps. Conclusions: The study concludes that agile development in cloud computing environment is an important area in software engineering. There are many open challenges and gaps. In particular, more quality tools, evaluation research and empirical studies are required in this area.","","Agile methodology, Agile software development, Cloud computing, Systematic review,Agile","","","https://doi.org/10.1016/j.infsof.2018.06.014"
